County,State,Population,Valid_ballots,Voter_turnout,Vote,Vote_share
Wood County,Ohio,129768,64341,49.58156094,27318,42.45815266
Wyandot County,Ohio,22071,10592,47.99057587,2515,23.74433535
Adair County,Oklahoma,22305,6513,29.199731,1382,21.21910026
Alfalfa County,Oklahoma,5936,2258,38.03908356,216,9.5659876
Atoka County,Oklahoma,13894,5018,36.1163092,795,15.84296532
Beaver County,Oklahoma,5435,2243,41.26954922,176,7.846633972
Beckham County,Oklahoma,22427,7552,33.67369688,960,12.71186441
Blaine County,Oklahoma,9625,3793,39.40779221,711,18.74505668
Bryan County,Oklahoma,45599,13818,30.30329612,2804,20.29237227
Caddo County,Oklahoma,29630,9348,31.54910564,2420,25.88789046
Canadian County,Oklahoma,136386,55278,40.53055299,11674,21.11870907
Carter County,Oklahoma,48431,18534,38.26887737,4002,21.59274846
Cherokee County,Oklahoma,48791,16490,33.7972167,5456,33.08671922
Choctaw County,Oklahoma,14877,5426,36.47240707,1067,19.66457796
Cimarron County,Oklahoma,2189,1079,49.29191412,71,6.580166821
Cleveland County,Oklahoma,277809,109450,39.39757171,38829,35.47647328
Coal County,Oklahoma,5652,2399,42.44515216,411,17.13213839
Comanche County,Oklahoma,121743,32564,26.74814979,11463,35.20144945
Cotton County,Oklahoma,5933,2602,43.85639643,424,16.29515757
Craig County,Oklahoma,14465,5785,39.99308676,1252,21.64217805
Creek County,Oklahoma,71191,28830,40.496692,5841,20.26014568
Custer County,Oklahoma,29222,10541,36.07213743,2104,19.96015558
Delaware County,Oklahoma,41965,15716,37.45025617,3311,21.06770171
Dewey County,Oklahoma,4905,2248,45.83078491,222,9.87544484
Ellis County,Oklahoma,4085,1827,44.7246022,155,8.483853311
Garfield County,Oklahoma,62493,21710,34.73989087,4397,20.25333947
Garvin County,Oklahoma,27940,10546,37.74516822,1855,17.58960743
Grady County,Oklahoma,54683,22286,40.7548964,3882,17.41900745
Grant County,Oklahoma,4454,2201,49.41625505,288,13.08496138
Greer County,Oklahoma,5954,1896,31.84413839,323,17.03586498
Harmon County,Oklahoma,2712,977,36.02507375,225,23.0296827
Harper County,Oklahoma,3776,1499,39.69809322,134,8.939292862
Haskell County,Oklahoma,12695,4738,37.32178023,882,18.61544956
Hughes County,Oklahoma,13417,4526,33.7333234,961,21.23287671
Jackson County,Oklahoma,25440,7806,30.68396226,1473,18.87009992
Jefferson County,Oklahoma,6250,2350,37.6,365,15.53191489
Johnston County,Oklahoma,11126,4018,36.11360777,786,19.56197113
Kay County,Oklahoma,44901,16803,37.42232912,3738,22.2460275
Kingfisher County,Oklahoma,15613,6131,39.26855825,786,12.8200946
Kiowa County,Oklahoma,9025,3493,38.70360111,767,21.95820212
Latimer County,Oklahoma,10550,4056,38.44549763,797,19.64990138
Le Flore County,Oklahoma,50144,17221,34.3430919,3250,18.87230707
Lincoln County,Oklahoma,34872,14025,40.21851342,2430,17.32620321
Logan County,Oklahoma,46027,18979,41.2344928,4248,22.38263344
Love County,Oklahoma,10016,3789,37.82947284,735,19.39825812
McClain County,Oklahoma,38597,16858,43.67696971,2894,17.16692372
McCurtain County,Oklahoma,33078,10726,32.42638612,1802,16.80029834
McIntosh County,Oklahoma,19766,7963,40.2863503,2123,26.66080623
Major County,Oklahoma,7751,3407,43.95561863,310,9.098914001
Marshall County,Oklahoma,16237,5492,33.82398226,1096,19.95630007
Mayes County,Oklahoma,41035,15717,38.30144998,3423,21.77896545
Murray County,Oklahoma,13909,5528,39.74405061,1087,19.66353111
Muskogee County,Oklahoma,69012,24216,35.08954964,7977,32.94103072
Noble County,Oklahoma,11410,4878,42.75197195,901,18.47068471
Nowata County,Oklahoma,10415,4237,40.68170907,742,17.51239084
Okfuskee County,Oklahoma,12079,3943,32.64343075,943,23.91580015
Oklahoma County,Oklahoma,784611,273942,34.91437158,112813,41.18134496
Okmulgee County,Oklahoma,39075,13949,35.69801663,4385,31.43594523
Osage County,Oklahoma,47364,18966,40.04307069,5597,29.51070336
Ottawa County,Oklahoma,31592,10690,33.83768043,2584,24.17212348
Pawnee County,Oklahoma,16471,6364,38.63760549,1344,21.11879321
Payne County,Oklahoma,81850,27760,33.91569945,8788,31.65706052
Pittsburg County,Oklahoma,44335,17271,38.95567836,3711,21.48688553
Pontotoc County,Oklahoma,38512,14831,38.51007478,3637,24.52295867
Pottawatomie County,Oklahoma,72001,25452,35.34950903,6015,23.63272041
Pushmataha County,Oklahoma,11070,4483,40.4968383,748,16.68525541
Roger Mills County,Oklahoma,3671,1759,47.91609916,151,8.584422968
Rogers County,Oklahoma,90992,40862,44.90724459,7902,19.33826049
Seminole County,Oklahoma,25137,8037,31.97278912,2071,25.76832151
Sequoyah County,Oklahoma,41867,14437,34.48300571,3061,21.20246589
Stephens County,Oklahoma,43998,17904,40.69275876,3086,17.23637176
Texas County,Oklahoma,21183,5780,27.28603125,858,14.84429066
Tillman County,Oklahoma,7525,2706,35.96013289,657,24.27937916
Tulsa County,Oklahoma,645951,247054,38.24655431,87847,35.55781327
Wagoner County,Oklahoma,77662,31300,40.30285082,6723,21.47923323
Washington County,Oklahoma,52027,22224,42.71628193,5048,22.71418287
Washita County,Oklahoma,11433,4631,40.5055541,588,12.69704168
Woods County,Oklahoma,9157,3668,40.05678716,522,14.23118866
Woodward County,Oklahoma,20975,7595,36.20977354,873,11.49440421
Baker County,Oregon,15971,8779,54.96838019,1797,20.46930174
Benton County,Oregon,89918,48753,54.2193999,29193,59.87939204
Clackamas County,Oregon,406625,214039,52.63793421,102095,47.69925107
Clatsop County,Oregon,38678,19664,50.84027096,9252,47.05044752
Columbia County,Oregon,50905,26618,52.28955898,10167,38.19595762
Coos County,Oregon,63319,31313,49.45277089,10448,33.36633347
Crook County,Oregon,22306,12172,54.56827759,2637,21.66447585
Curry County,Oregon,22607,12611,55.78360685,4300,34.09721672
Deschutes County,Oregon,180666,98557,54.55204632,42444,43.06543422
Douglas County,Oregon,108116,53521,49.50331126,14096,26.33732554
Gilliam County,Oregon,1857,1019,54.8734518,239,23.45436703
Grant County,Oregon,7166,4340,60.56377337,739,17.02764977
Harney County,Oregon,7243,3974,54.86676791,683,17.18671364
Hood River County,Oregon,23070,10910,47.29085392,6510,59.6700275
Jackson County,Oregon,214366,109327,51.00015861,44447,40.65509892
Jefferson County,Oregon,23036,9459,41.06181629,2980,31.50438736
Josephine County,Oregon,85504,44560,52.11452096,13453,30.19075404
Klamath County,Oregon,66198,30507,46.08447385,7210,23.63392008
Lake County,Oregon,7830,3930,50.19157088,639,16.25954198
Lane County,Oregon,368874,191950,52.03673883,102753,53.5311279
Lincoln County,Oregon,47793,25256,52.84455883,12501,49.49714919
Linn County,Oregon,122769,58719,47.8288493,17995,30.64595787
Malheur County,Oregon,30340,10435,34.39353988,2246,21.52371826
Marion County,Oregon,335382,136840,40.80123561,57788,42.23034201
Morrow County,Oregon,11222,4167,37.13241846,1017,24.40604752
Multnomah County,Oregon,803212,399103,49.68837617,292561,73.30463565
Polk County,Oregon,81436,40295,49.4805737,16420,40.74947264
Sherman County,Oregon,1708,1017,59.54332553,202,19.86234022
Tillamook County,Oregon,26116,13803,52.85265737,5768,41.7880171
Umatilla County,Oregon,76686,27597,35.98701197,7673,27.80374678
Union County,Oregon,26061,12968,49.76017804,3249,25.05397903
Wallowa County,Oregon,6915,4366,63.13810557,1116,25.56115437
Wasco County,Oregon,25782,11964,46.40446823,4781,39.96155132
Washington County,Oregon,584910,269232,46.02964559,153251,56.92153979
Wheeler County,Oregon,1319,818,62.0166793,155,18.94865526
Yamhill County,Oregon,104070,48753,46.84635342,19301,39.5893586
Adams County,Pennsylvania,101911,47489,46.59850262,14219,29.9416707
Allegheny County,Pennsylvania,1226426,650114,53.00882401,367617,56.54654414
Armstrong County,Pennsylvania,66397,31618,47.61962137,7178,22.70225821
Beaver County,Pennsylvania,166758,83571,50.1151369,32531,38.92618253
Bedford County,Pennsylvania,48601,23637,48.63480175,3645,15.42073867
Berks County,Pennsylvania,415784,183065,44.02887076,78437,42.84652992
Blair County,Pennsylvania,123708,54909,44.38597342,13958,25.42024076
Bradford County,Pennsylvania,61092,25708,42.08079618,6369,24.7743893
Bucks County,Pennsylvania,625861,344297,55.01173583,167060,48.5220609
Butler County,Pennsylvania,186240,97071,52.12145619,28584,29.44648762
Cambria County,Pennsylvania,134414,63072,46.92368354,18867,29.91343227
Cameron County,Pennsylvania,4710,2186,46.4118896,531,24.29094236
Carbon County,Pennsylvania,63499,28776,45.31724909,8936,31.05365582
Centre County,Pennsylvania,162034,76148,46.99507511,37088,48.70515312
Chester County,Pennsylvania,516767,268800,52.01570534,141682,52.70907738
Clarion County,Pennsylvania,38590,17535,45.43923296,4273,24.36840605
Clearfield County,Pennsylvania,80196,34271,42.73405157,8200,23.92693531
Clinton County,Pennsylvania,39017,15394,39.45459671,4744,30.81720151
Columbia County,Pennsylvania,66133,28228,42.68368288,8934,31.6494261
Crawford County,Pennsylvania,86306,37492,43.44078048,10971,29.26224261
Cumberland County,Pennsylvania,247369,121617,49.16420408,47085,38.71580453
Dauphin County,Pennsylvania,274196,130872,47.72936148,64706,49.44220307
Delaware County,Pennsylvania,563708,297634,52.79932163,177402,59.60407749
Elk County,Pennsylvania,30512,14426,47.27975878,3853,26.70872037
Erie County,Pennsylvania,276170,123679,44.78364775,58112,46.98614963
Fayette County,Pennsylvania,132350,53767,40.62485833,17946,33.37735042
Forest County,Pennsylvania,7334,2401,32.73793292,626,26.0724698
Franklin County,Pennsylvania,153705,69731,45.36677402,17465,25.04624916
Fulton County,Pennsylvania,14497,6771,46.70621508,912,13.46920691
Greene County,Pennsylvania,37209,15764,42.36609422,4482,28.43187008
Huntingdon County,Pennsylvania,45380,19706,43.42441604,4539,23.03359383
Indiana County,Pennsylvania,85155,37770,44.35441254,11528,30.52157797
Jefferson County,Pennsylvania,44031,19478,44.23701483,3650,18.73909026
Juniata County,Pennsylvania,24559,10454,42.56687976,1821,17.4191697
Lackawanna County,Pennsylvania,211004,103456,49.03035014,51983,50.2464816
Lancaster County,Pennsylvania,538160,241112,44.80303256,91093,37.78036763
Lawrence County,Pennsylvania,87325,40753,46.66819353,14009,34.37538341
Lebanon County,Pennsylvania,138480,61845,44.65987868,18953,30.64596976
Lehigh County,Pennsylvania,362298,160993,44.43662399,81324,50.5139975
Luzerne County,Pennsylvania,317172,134983,42.55829644,52451,38.85748576
Lycoming County,Pennsylvania,114876,50565,44.01702706,13020,25.74903589
McKean County,Pennsylvania,41670,16296,39.10727142,4025,24.69931271
Mercer County,Pennsylvania,112598,52309,46.45642019,18733,35.81219293
Mifflin County,Pennsylvania,46316,18601,40.16106745,3877,20.84296543
Monroe County,Pennsylvania,166220,69752,41.96366262,33918,48.62656268
Montgomery County,Pennsylvania,819791,434687,53.02412444,256082,58.91181471
Montour County,Pennsylvania,18257,8556,46.86421646,2857,33.39177186
Northampton County,Pennsylvania,301307,143519,47.63214927,66272,46.17646444
Northumberland County,Pennsylvania,92283,36622,39.68444892,9788,26.72710393
Perry County,Pennsylvania,45945,21158,46.05071281,4632,21.8924284
Philadelphia County,Pennsylvania,1576051,707631,44.89899121,584025,82.53242156
Pike County,Pennsylvania,54955,26101,47.49522336,9256,35.46224283
Potter County,Pennsylvania,16954,7784,45.91246903,1302,16.72661871
Schuylkill County,Pennsylvania,143497,62869,43.81206576,16770,26.67451367
Snyder County,Pennsylvania,40423,16363,40.47943003,4002,24.4576178
Somerset County,Pennsylvania,74860,35773,47.78653487,7376,20.61890252
Sullivan County,Pennsylvania,6126,3136,51.19164218,750,23.91581633
Susquehanna County,Pennsylvania,41252,18863,45.72626782,5123,27.1589885
Tioga County,Pennsylvania,41250,18325,44.42424242,3901,21.28785812
Union County,Pennsylvania,45454,17468,38.43006116,6180,35.3789787
Venango County,Pennsylvania,52477,23348,44.49187263,6309,27.02158643
Warren County,Pennsylvania,40026,18434,46.05506421,5145,27.91038299
Washington County,Pennsylvania,207386,101450,48.91844194,36322,35.80285855
Wayne County,Pennsylvania,51339,24018,46.78314731,7008,29.17811641
Westmoreland County,Pennsylvania,354665,182051,51.33041039,59669,32.77598036
Wyoming County,Pennsylvania,27546,13144,47.71654687,3811,28.99421789
York County,Pennsylvania,443693,205986,46.42534365,68524,33.26633849
Bristol County,Rhode Island,48844,25475,52.15584309,14609,57.34641806
Kent County,Rhode Island,163711,82053,50.12063942,37788,46.05316076
Newport County,Rhode Island,83164,41045,49.35428791,22851,55.67304178
Providence County,Rhode Island,634922,248474,39.13457086,142899,57.51064498
Washington County,Rhode Island,126129,66369,52.61993673,33741,50.83849388
Abbeville County,South Carolina,24657,10775,43.69955793,3741,34.71925754
Aiken County,South Carolina,167172,74851,44.77484268,25455,34.00756169
Allendale County,South Carolina,9067,3592,39.61619058,2735,76.14142539
Anderson County,South Carolina,195582,80483,41.15051487,21097,26.21298908
Bamberg County,South Carolina,14478,6214,42.92029286,3898,62.72932089
Barnwell County,South Carolina,21606,9485,43.89984264,4400,46.38903532
Beaufort County,South Carolina,183184,78524,42.86618919,32138,40.92761449
Berkeley County,South Carolina,208525,79517,38.13307757,30705,38.61438435
Calhoun County,South Carolina,14744,7549,51.20048833,3573,47.33077229
Charleston County,South Carolina,396880,176345,44.43282604,89299,50.63880462
Cherokee County,South Carolina,56683,21759,38.38717076,6092,27.99761018
Chester County,South Carolina,32297,14192,43.94216181,6579,46.35710259
Chesterfield County,South Carolina,46120,16581,35.9518647,6858,41.36059345
Clarendon County,South Carolina,34259,15395,44.93709682,7732,50.22409873
Colleton County,South Carolina,37579,17251,45.90595811,7627,44.21192974
Darlington County,South Carolina,67259,29674,44.11900266,13888,46.80191413
Dillon County,South Carolina,30719,11698,38.08066669,5834,49.87177295
Dorchester County,South Carolina,156173,62567,40.06262286,24055,38.44678505
Edgefield County,South Carolina,26626,11644,43.73169083,4491,38.5692202
Fairfield County,South Carolina,22633,11267,49.7812928,6945,61.64018816
Florence County,South Carolina,138595,57931,41.79876619,26710,46.10657506
Georgetown County,South Carolina,61565,31657,51.42044993,13310,42.04441356
Greenville County,South Carolina,499122,215165,43.10869888,74483,34.61668952
Greenwood County,South Carolina,70188,28763,40.97993959,10711,37.23881375
Hampton County,South Carolina,19789,8806,44.4994694,5170,58.70997047
Horry County,South Carolina,321033,132920,41.40384322,39410,29.64941318
Jasper County,South Carolina,28085,11427,40.68719957,5956,52.1221668
Kershaw County,South Carolina,64333,28995,45.07018171,10330,35.62683221
Lancaster County,South Carolina,89823,38938,43.34969885,13812,35.47177564
Laurens County,South Carolina,66603,26566,39.88709217,8889,33.46006173
Lee County,South Carolina,17506,8156,46.58974066,5199,63.74448259
Lexington County,South Carolina,286277,122093,42.64855367,35230,28.85505312
McCormick County,South Carolina,9572,5216,54.49226912,2479,47.52684049
Marion County,South Carolina,31760,14276,44.94962217,8569,60.0238162
Marlboro County,South Carolina,26979,10389,38.50772823,5954,57.310617
Newberry County,South Carolina,37934,16807,44.30589972,6217,36.99053966
Oconee County,South Carolina,76535,33635,43.94721369,7998,23.77880184
Orangeburg County,South Carolina,88419,38910,44.00637872,26318,67.6381393
Pickens County,South Carolina,123020,49049,39.87075272,10354,21.10950274
Richland County,South Carolina,409014,168722,41.25091073,108000,64.01062102
Saluda County,South Carolina,20187,8564,42.42334175,2813,32.84680056
Spartanburg County,South Carolina,300867,121090,40.24701945,39997,33.03080353
Sumter County,South Carolina,107075,44086,41.17300957,24047,54.54566075
Union County,South Carolina,27666,12092,43.70707728,4729,39.10850149
Williamsburg County,South Carolina,31912,15054,47.17347706,9953,66.11531819
York County,South Carolina,257866,114357,44.34745178,41593,36.37118847
Aurora County,South Dakota,2764,1407,50.90448625,340,24.16488984
